"organization_id","name"
"11117","Thousand Pines Christian Camp and Conference Center"
"11118","California Association of School Counselors"
"11119","California International Baccalaureate Organization"
"11120","CPHE - Citizens Preserving Honor in Education"
"11121","American Lung Association of California,"
"11122","American Marine Corporation"
"11124","Bunkerfuels (10 individual letters from different employees)"
"11125","Carlson Mechanical, Inc."
"11126","Chemoil Corporation"
"11127","China Shipping Container Lines Co., Ltd."
"11128","China Shipping Development Co., Ltd."
"11129","Clean Coastal Waters, Inc."
"11130","Compania Chilena de Navegacion Interoceanica"
"11131","Dan Baker, Councilmember, City of Long Beach"
"11132","Don Breazeale and Associates, Inc."
"11133","Environmental Maritime Services"
"11134","Evergreen America Corporation (Los Angeles Office)"
"11136","Hapag Lloyd Container Line"
"11137","International Council of Cruise Lines"
"11138","Jacobsen Pilot Service, Inc., Los Angeles and Long Beach Harbors"
"11139","K Line America, Inc."
"11140","Marine Chartering Co., Inc."
"11141","Marine Energy, United Arab Emirates"
"11142","Matson Navigation Company, Inc."
"11143","Millennium Maritime, Inc."
"11144","MOL (America) Inc."
"11145","Ngenia, LLC"
"11146","Overseas Wiborg Chartering Company"
"11147","Pacific Horizon Petroleum Services, Inc."
"11148","Pan Pacific Surveyors, Inc."
"11149","Petro Diamond Incorporated"
"11150","Port Hueneme Chamber of Commerce"
"11151","Port of Sacramento"
"11152","Premier Marine Fuels Ltd."
"11153","Princess Cruises and Princess Tours"
"11154","Public Service Marine, Inc."
"11155","Riley Marine Survey and Consultancy"
"11156","San Francisco Bar Pilots"
"11157","Sanko Steamship Co., Ltd."
"11158","Sea Bunkering Americas LLC"
"11159","Solar International Shipping Agency, Inc."
"11160","Star Shipping, Inc."
"11161","Timothy Parker, Maritime Consultant"
"11162","Tom Flahive Trans-Tec Services, Inc. (8 individual letters from different employees)"
"11164","Westar Marine Services"
"11165","Westoil Marine Services, Inc."
"11167","Westport Petroleum, Inc. (27 individual letters from different employees)"
"11168","World Fuel Services Corporation"
"11169","Yang Ming (America) Corp."
"11170","Zim-American Israeli Shipping Co., Inc."
"11171","California Association of Suburban School Districts"
"11172","Mattole Restoration Council"
"11173","Fruit Growers Supply Company"
"11175","Sierra Pacific Industries"
"11176","Solano County Fair (source)"
"11177","The Oaks Casino"
"11178","Hustler Casino"
"11179","Normandie Casino"
"11180","California Federation of Interpreters (co-source)"
"11181","Bay Area Court Interpreters Association (co-source)"
"11182","Judicial Council of California (co-source)"
"11183","California Renewable Fuels Partnership"
"11184","California League of Cities"
"11185","Doctors Medical Center San Pablo/Pinole"
"11186","Lodi Memorial Hospital"
"11187","Mt. Diablo Medical Center"
"11188","San Jose Medical Center"
"11189","Washington Hospital Healthcare System"
"11190","Washington Township Health Care District"
"11191","Fresno Surgery Center Health, Inc."
"11192","National Surgical Hospitals California, Inc."
"11193","1 individual podiatrist"
"11194","Three Valleys Municipal Water District (source)"
"11195","Pomona-Walnut-Rowland Joint Water Line Commission"
"11196","Public Water Agencies Group"
"11197","Rowland Water District"
"11198","Industry Manufacturers Council"
"11199","Cities of Camarillo, Glendora, La Puente, La Verne, Pomona"
"11200","San Gabriel County Water District"
"11201","Cucamonga County Water District"
"11202","Southern California Water Company"
"11203","AIDS Healthcare Foundation (sponsor)"
"11204","Stockton East Water District (source)"
"11205","Central San Joaquin Water Conservation District"
"11206","North San Joaquin Water Conservation District"
"11207","San Joaquin Farm Bureau Federation"
"11208","Riverside County Board of Supervisors"
"11209","San Francisco PTA"
"11210","Office of the California State Attorney General (Sponsor)"
"11211","Lake County"
"11212","Lake County Flood Control and Water Conservation District"
"11213","Mercury Insurance Company (sponsor)"
"11214","Progressive Insurance Companies"
"11215","ACORN"
"11216","JERICHO: A Voice for Justice"
"11217","Korean Immigrant Workers Advocates"
"11218","Labor/Community Strategy Center (Bus Riders Union)"
"11219","Mary Lee, Civil Rights attorney"
"11220","San Francisco Tenants Union"
"11221","Strategic Action for a Just Economy"
"11222","State Department of Education (source)"
"11223","California Association of Resource Specialists and Special Education Teachers"
"11224","California State Advisory Commission on Special Education"
"11225","California Transcribers and Educators of the Visually Handicapped"
"11226","National Federation of the Blind"
"11227","Strategic Education Services"
"11228","Dominican Hospital/CHW"
"11229","George L. Mee Memorial Hospital"
"11230","Hazel Hawkins Memorial Hospital"
"11231","San Mateo Medical Center"
"11232","Association of Los Angeles Deputy Sheriffs"
"11233","The City of Santa Rosa"
"11234","The City of San Jose"
"11235","Bay Area Air Quality Management District (BAAQMD)"
"11236","Metropolitan Transportation Commission (MTC)"
"11237","Association of Bay Area Governments"
"11238","City of Napa"
"11239","City of Walnut Creek"
"11240","State Association of County Retirement Systems"
"11241","The Lambda Letters Project"
"11242","Asian American Coalition"
"11243","California Public Health Association-North"
"11244","Clinica Para Las Americas"
"11245","East Bakersfield Community Health Center"
"11247","MALDEF"
"11251","San Ysidro Health Center"
"11252","Child Abuse Prevention Council of Placer County"
"11253","KARE Crisis Nursery, Inc."
"11254","Sacramento Crisis Nursery"
"11255","Yolo Crisis Nursery/ Families First Inc."
"11256","Legal Services for Children"
"11257","National Center for Youth"
"11258","Department of General Services"
"11259","County of Santa Clara Health Officer"
"11260","Delta Protection Commission"
"11261","California State Council of Laborers (source)"
"11262","City of Temecula (source)"
"11263","CARFAX"
"11265","California Solar Energy Industries Association"
"11266","Team Solar Inc."
"11267","California Center for Public Health Advocates"
"11268","American Health Association"
"11271","Attorneys Association"
"11273","Danielle Legacy Foundation/Brenda Van Dam (source)"
"11274","California Sexual Investigators Association"
"11275","Amber Center for Missing and Exploited Children"
"11277","Danielle Legacy Foundation"
"11279","for Criminal Justice"
"11280","Amber Center for Missing & Exploited Children (co-source)"
"11281","Danielle Legacy Foundation (co-source)"
"11282","California State Sheriffs"
"11283","California Sexual Assault Investigators Association"
"11284","Family Winemakers of California (source)"
"11285","Napa Valley Vintners Association"
"11298","Children California District Attorneys Association"
"11300","Amber Center for Missing & Exploited Children"
"11307","Cruz M. Bustamante, Lieutenant Governor State of California"
"11313","Californians for Ferret Legalization"
"11314","Capitol City Ferret Club"
"11315","Ferrets Anonymous"
"11316","Pet Industry Joint Advisory Council"
"11318","County of Los Angeles Board of Supervisors"
"11319","CA Agricultural Aircraft Association"
"11320","CA Assoc. of Nurseries & Garden Centers"
"11321","CA Beer and Beverage Distributors"
"11322","CA Citrus Mutual"
"11323","Ca Cotton Ginners Association"
"11324","CA Fig Institute"
"11326","CA Lodging Industry Association"
"11327","CA Plant Health Association"
"11328","CA Restaurant Association"
"11329","Tulare Chamber of Commece"
"11336","California State Firefighters Association, Inc."
"11337","State Fire Fighters Association"
"11339","Cities of Arcata and Sebastopol"
"11340","Friends of Cal-Ore fish"
"11341","Friends of the Albion River"
"11342","Friends of the Gualala River"
"11344","Friends of the Russian River"
"11345","Granite Bay Flycasters"
"11346","Northern California Council, Federation of Flyfishers"
"11347","North Coast Environmental Center"
"11348","Office of Attorney General Bill Lockyer"
"11349","Russian Riverkeeper"
"11350","South Fork Trinity River Land Conservancy"
"11351","South Yuba River Citizens League"
"11353","Town of Fairfax"
"11354","Watershed Preservation Network"
"11355","Willits Envirionmental Center"
"11357","Santa Ana Unified School District"
"11358","California Association of Naturopathic Physicians (source)"
"11359","University of Bridgeport College of Naturopathic Medicine"
"11360","American Naturopathic Medical Association"
"11361","Chinese Medicine and Acupuncture Association"
"11362","Coalition for Natural Health"
"11363","United California Practitioners of Chinese Medicine"
"11364","Workers, California State Pipe Trades Council, Western"
"11365","Council of Sheet Metal Workers."
"11366","California Water Association"
"11367","California Water Service Company"
"11368","California-American Water Company"
"11369","Fontana Water Company"
"11370","San Gabriel Valley Water Company"
"11371","Suburban Water Systems"
"11372","Valencia Water Company"
"11373","Arroyo Grande Fire Department"
"11377","California Emergency Services Advisory Board"
"11378","California Fire Districts Association"
"11379","City of Big Bear Community Services District"
"11380","City of Corona Fire Department"
"11381","City of San Diego Police Department"
"11382","Edward Bonner, Sheriff-Coronor-Marshal, Placer County"
"11383","Gary Penrod, Sheriff, San Bernardino County"
"11384","Los Angeles Deputy Sheriffs Association"
"11385","Riverside County Sheriffs Association"
"11386","San Bernardino City Fire Department"
"11387","California Coalition Against Sexual Assault"
"11388","Domestic Violence Task Force"
"11389","Bar Area Bioscience Center"
"11390","Bay Planning Coalition"
"11391","City of Albany"
"11393","City of Martinez"
"11395","City of South San Francisco"
"11396","City of Vallejo"
"11397","Friends of Albany Ferry"
"11398","Hines Corporation"
"11401","San Francisco Chamber of Commerce"
"11402","San Mateo County Harbor District"
"11403","Sequoia National Bank"
"11404","South San Francisco Chamber of Commerce"
"11405","South San Francisco Sunset Scavenger Company"
"11409","San Mateo County Transit District"
"11410","Sonoma Marin Area Rail Transit"
"11411","Transportation and Land Use Coalition"
"11412","Water Transit Advocates for San Mateo County"
"11427","Employees, Restaurant Employees International"
"11444","California Association of Code Enforcement (source)"
"11445","California Environmental Health Association"
"11447","Bonnie Tabor"
"11448","California Missions Foundation"
"11450","Native Daughters of the Golden West, Sonoma Parlor #209"
"11451","California Insurance Commissioner, John Garamendi"
"11452","A Window Between Worlds"
"11453","ACCESS, Empowering People with Disabilities"
"11454","ACT UP East Bay"
"11458","Alameda County Advisory Commission on Aging"
"11459","Alameda County Health Care Services Agency"
"11460","All American Home Center"
"11461","Alliance for Democracy of Sonoma County"
"11462","Alliance for Democracy, Mendocino Coast Chapter"
"11463","Alliance for Democracy, San Fernando Valley Chapter"
"11464","Almaden Hills United Methodist Church"
"11465","Amalgamated Transit Union, Local 192"
"11466","American Association of University Women, California"
"11467","American Association of University Women, Santa Barbara Branch"
"11468","American Association of University Women, Santa Monica Bay Area"
"11470","American Civil Liberties Union, South Bay Chapter"
"11471","American Civil Liberties Union, Southern California"
"11474","Americans for Democratic Action, Southern California"
"11475","Area Agency on Aging, Area 1"
"11476","Asian and Pacific Islander American Health Forum"
"11477","Association of Pleasanton Teachers"
"11478","Asthma Education and Resource Council"
"11479","Berkeley Retired Teachers Association"
"11481","Black American Political Action Committee of Contra Costa County"
"11482","Breaking Barriers"
"11483","Burma Forum, Los Angeles"
"11484","Butte County Health Care Coalition"
"11485","Calegislation"
"11486","California Association of Alcoholism and Drug Abuse Counselors"
"11487","California Association of Midwives"
"11488","California Association of Public Hospitals and Health Systems"
"11489","California Clean Money Campaign"
"11490","California Council of Community Mental Health Agencies"
"11491","California Democratic Council"
"11492","California Democratic Party Disability Caucus"
"11493","California Democratic Party, Los Angeles County"
"11494","California Democratic Party, Senior Caucus"
"11495","California Part Time Faculty Association"
"11496","California Physicians Alliance"
"11497","California Public Health Association - North"
"11498","California Retired Teachers Association, East Bay Division"
"11499","California-Pacific Annual Conference of the United Methodist"
"11501","Capitola City Council"
"11502","Carlton Designs"
"11503","Castro Valley Democratic Club"
"11504","CBC Professional Pharmacy, Inc."
"11505","Center for Independence of the Disabled, Inc"
"11507","Central Coast Alliance United for a Sustainable Economy"
"11508","Central Coast Center for Independent Living"
"11510","Child Care Health Linkage"
"11512","City of El Cerrito-Committee on Aging"
"11513","City of Gardena-Senior Citizen Commission"
"11515","Coalition for a Living Wage"
"11516","Coalition for Community Health"
"11517","Coalition for Quality Health Care"
"11518","Coalition of Contingent Academic Labor - California"
"11519","Coalition of Mental Health Professionals, Inc."
"11520","Coast-to-Coast Community Campaigns"
"11521","Committee for Social Justice"
"11522","Community Action Board, Santa Cruz County, Inc."
"11523","Community Clinic Association of Los Angeles County"
"11524","Community Homeless Alliance Ministry"
"11525","Community Leadership Development Council"
"11526","Community Rehabilitation Services, Inc."
"11527","Concerned Citizens of Leisure World, Laguna Woods"
"11528","Congress of California Seniors, Region 3"
"11529","Congress of California Seniors, Region IV-A"
"11530","Contra Costa County Advisory Council on Aging"
"11531","Contra Costa County Senior Nutrition Program Advisory Council"
"11532","Council on Alcoholism and Drug Abuse"
"11533","Council on Wireless Technology Impacts"
"11534","County of Alameda, Board of Supervisors"
"11535","County of Los Angeles, Board of Supervisors"
"11536","County of Marin, Board of Supervisors"
"11537","County of Sacramento, Department of Health and Human Services"
"11538","County of Ventura, Board of Supervisors"
"11539","Dayle McIntosh Center"
"11540","Death Penalty Focus, Santa Cruz Chapter"
"11541","Democratic Action Club of Chico"
"11542","Democratic Party of the San Fernando Valley"
"11543","Democratic Socialists of America, East Bay"
"11544","Democratic Women of Kern County"
"11545","Democratic Women of Santa Barbara County"
"11546","Democrats for Change"
"11547","Demos Democratic Club of Hayward"
"11548","Dominican Sisters of San Rafael, Congregation of the Most Holy"
"11549","Name"
"11550","Drug Policy Alliance"
"11551","Dunham & Associates"
"11552","East Bay Peace Action"
"11553","East Bay Women for Peace"
"11554","El Cerrito Democratic Club"
"11555","Elections Committee of the County of Orange"
"11556","English Learning Advisory Committee"
"11557","Episcopal Church of Saint John-the-Baptist"
"11558","Evergreen Democratic Club of San Jose"
"11559","Faculty Association of California Community Colleges, Inc"
"11560","Family Counseling Center"
"11561","Family Medicine Center"
"11562","Family Practice of Glendale"
"11563","Federation of Retired Union Members, Santa Clara and San Benito"
"11564","First Affirmative Financial Network"
"11567","Fresno County Democratic Central Committee"
"11568","Fresno Stonewall Democrats"
"11569","Funeral Consumers Alliance of Monterey Bay, Inc."
"11570","Gardena Valley Democratic Club"
"11571","Glendale Gardens"
"11572","Glendale Greens"
"11573","Globallinx Network, Inc."
"11574","Good Shepherd Lutheran Church"
"11575","Gray Panthers, Berkeley"
"11576","Gray Panthers, California"
"11577","Gray Panthers, Central Contra Costa County"
"11578","Gray Panthers, Long Beach"
"11579","Gray Panthers, Marin"
"11580","Gray Panthers, Sacramento"
"11581","Gray Panthers, San Francisco"
"11582","Gray Panthers, Santa Barbara"
"11583","Gray Panthers, South Bay"
"11584","Gray Panthers, Southern Alameda County"
"11586","Green Party of Alameda County"
"11587","Green Party of Butte County"
"11588","Green Party of Marin County"
"11589","Green Party of Mendocino County"
"11590","Green Party of San Mateo County"
"11591","Green Party of Santa Clara County"
"11592","Green Party of Santa Cruz County"
"11593","Green Party of Ventura County"
"11594","Hadassah Southern California Nurses Council, San Diego County"
"11595","Hadassah, Central Pacific Coast Region"
"11596","Happy Life Clinic"
"11597","Harbor Free Clinic"
"11598","Health Care Council of Orange County"
"11599","Health Care for All - California"
"11600","Health Care for All - California, Central California"
"11601","Health Care for All - California, Los Angeles"
"11602","Health Care for All - California, Marin"
"11603","Health Care for All - California, Orange County"
"11604","Health Care for All - California, Sacramento Valley"
"11605","Health Care for All - California, San Francisco"
"11606","Health Care for All - California, San Francisco Mid Peninsula"
"11607","Health Care for All - California, Santa Barbara"
"11608","Health Care for All - California, Santa Clara County"
"11609","Health Care for All - California, Santa Cruz"
"11610","Health Care for All - California, Sonoma County"
"11611","Health Care for All - California, South Bay/Long Beach"
"11612","Health Care for All - California, Tulare/Kings County"
"11613","Holguin & Garfield"
"11615","Homeless Health Care, Los Angeles"
"11616","Hubert H. Humphrey Democratic Club"
"11617","Human Care Alliance"
"11618","Humanist Society of Santa Barbara"
"11619","Independent Living Services of Northern California"
"11620","Integrated Medical Group of Rowland Heights, Inc."
"11621","Interfaith Council on Religions, Race, Economic and Social"
"11623","International Friendship Society"
"11624","Jennings/Des Anges"
"11625","Jewish Civic Action Network"
"11626","Judge Joseph G. Kennedy Democratic Club, San Francisco"
"11627","Just Health Care Committee of the Merced Labor Party"
"11628","Justice Office Dominican Sisters of Mission San Jose, CA"
"11629","Kayline"
"11630","Kennedy Club of San Joaquin Valley"
"11631","Korean Immigrant Workers Advocates of Southern California"
"11632","League of Women Voters, California"
"11633","League of Women Voters, Claremont Area"
"11634","League of Women Voters, Fresno"
"11635","League of Women Voters, Long Beach Area"
"11636","League of Women Voters, Los Angeles"
"11637","League of Women Voters, Pasadena Area"
"11638","League of Women Voters, Santa Barbara"
"11639","League of Women Voters, Santa Cruz County"
"11640","League of Women Voters, West Contra Costa County"
"11641","League of Women Voters, Whittier"
"11642","Lise Matthews and Associates"
"11643","Live Oak Unitarian Universalist Congregation of Goleta, Social"
"11645","Page  20"
"11647","Local Health Care Coalition, Fresno County"
"11648","Long Beach Democratic Club"
"11649","Long Beach Greens"
"11650","Los Angeles College Faculty Guild, Local 1521"
"11651","Los Angeles County Democratic Party"
"11652","Los Angeles County HIV Drug and Alcohol Task Force"
"11653","Los Angeles County Superior Court Legal Professional Unit"
"11654","Los Angeles Free Clinic"
"11655","Los Angeles Gay and Lesbian Center"
"11656","Los Angeles Greens Party"
"11657","Los Angeles Metropolitan Alliance and AGENDA"
"11658","Low Income Self Help Center - San Jose"
"11659","Management and Organization Development Excellence"
"11660","Marin County Pharmaceutical Association"
"11661","Marin Democratic Club"
"11662","Marin Family Action"
"11663","Marin Interfaith Council"
"11664","Marin Interfaith Youth Outreach"
"11665","Marin United Taxpayers Association"
"11666","Matthews De Turck, Architecture"
"11667","Mendocino County Democratic Central Committee"
"11668","Mental Health Association, California"
"11669","Mental Health Association, Los Angeles County"
"11670","Metropolitan Community Church, Los Angeles"
"11671","Minerva Consulting"
"11673","Mt. Eden Presbyterian Church"
"11674","Musicians Union, Local 6"
"11675","Napa-Sonoma Friends Meeting"
"11676","Nation Group"
"11677","National Alliance for the Mentally Ill, California"
"11678","National Alliance for the Mentally Ill, San Gabriel Valley"
"11679","National Alliance for the Mentally Ill, Tulare County"
"11680","National Alliance for the Mentally Ill, Yuba-Sutter"
"11681","(NAACP), Pasadena Branch"
"11682","National Association of Broadcasters Employees and Technicians"
"11683","National Association of Social Workers, California"
"11684","Page  21"
"11685","National Association of Social Workers, Santa Barbara County"
"11687","National Council of Jewish Women, California"
"11688","National Council of Jewish Women, Los Angeles"
"11689","National Council of Jewish Women, Sacramento"
"11691","National Organization for Women, Oakland/East Bay"
"11692","National Organization for Women, Sacramento"
"11693","National Organization for Women, San Jose/South Bay"
"11694","National Organization for Women, Santa Cruz County"
"11695","National Organization for Women, San Diego County Chapter"
"11696","Neighbor to Neighbor, San Francisco"
"11697","New Frontier Entertainment"
"11698","New Revelation Missionary Baptist Church, Inc."
"11699","Old Lesbians Organizing for Change"
"11700","Operation Access"
"11701","Orange County Friends Meeting"
"11702","Orange Grove Monthly Meeting of the Religious Society of Friends"
"11703","Pacific Clinics"
"11704","Pacific Palisades Democratic Club"
"11705","Pacific Pride Foundation"
"11706","Pacific Unitarian Church"
"11707","Pain Care Acupuncture Clinic"
"11708","Painters and Tapers Local 913"
"11709","Palo Alto Friends Meeting  - Peace and Social Action Committee"
"11710","Palos Verdes Peninsula Democratic Club"
"11712","Peace Action of San Mateo"
"11713","Peace and Freedom Party, California"
"11714","Peace and Human Rights Coalition of the Inland Counties"
"11715","Peninsula Democratic Coalition"
"11716","Peninsula Peace and Justice Center"
"11717","People for a National Health Program"
"11718","People United for Economic Justice Building Leadership through"
"11719","Page  22"
"11721","Peoples Democratic Club"
"11722","Performing and Media Arts"
"11723","Pharmacists Planning Service, Inc."
"11725","Planning for Elders in the Central City"
"11726","Pride At Work"
"11727","Quincy Foundation for Medical Research Charitable Trust"
"11728","Rainbow Coalition"
"11729","Real Estate Dynamics, Inc."
"11730","Richmond Commission on Aging"
"11731","Richmond Progressive Alliance"
"11734","Riverside County Acupuncture & Herb Clinic"
"11735","Rolling Start, Independent Living Center"
"11736","Salinas Action League"
"11737","San Benito County Health and Human Services Agency"
"11738","San Fernando Valley Interfaith Council"
"11739","San Francisco Commission on the Status of Women"
"11740","San Francisco Department on the Status of Women"
"11741","San Gabriel Valley Pharmacists Association"
"11742","San Jose Peace Center"
"11743","San Luis Obispo Green Party"
"11745","San Ramon Valley Education Association"
"11746","Santa Barbara County Action Network"
"11747","Santa Barbara County Democratic Central Committee"
"11748","Santa Barbara Jewish Secular Society"
"11749","Santa Barbara Monthly Meeting of Friends, Society of Friends"
"11750","Santa Clara County Health Care Committee"
"11751","Santa Cruz Action Network"
"11752","Santa Cruz City Council"
"11753","Page  23"
"11754","Santa Cruz County Coalition for a Living Wage"
"11755","Santa Rosa Democratic Club"
"11756","Save San Jose Medical Center Coalition"
"11757","Seal Press"
"11758","SEIU, California State Council"
"11759","SEIU, Local 415"
"11760","SEIU, Local 535"
"11761","SEIU, Local 616"
"11762","SEIU, Local 660"
"11763","SEIU, Local 949"
"11764","Senior Advocacy Council, Pasadena"
"11765","Senior Citizens Advisory Council, Orange County"
"11766","Seniors Council of Santa Cruz and San Benito Counties"
"11768","Services, Immigrant Rights and Education Network"
"11769","Shefa Fund"
"11770","Sherman Oaks Democratic Club"
"11771","Smithyman Construction Co., San Leandro CA"
"11772","Social Action Committee of the Unitarian Universalist Church of"
"11773","Ventura"
"11774","Social Justice Committee of the First Unitarian Church"
"11775","Social Workers for Social and Economic Justice"
"11776","Society for Humanistic Judaism, LA Chapter"
"11777","South Hayward Parish"
"11778","Southern California Library for Social Studies and Research"
"11779","St. Clement Catholic Church"
"11780","St. John the Baptist Catholic Church, El Cerrito - Social"
"11781","Concern Board"
"11782","St. John the Baptist Episcopal Church"
"11783","St. Joseph Church, Hawthorne CA"
"11784","Starr King Unitarian Universalist Church"
"11785","Stinson Beach Medical Center"
"11787","Strawberry Creek Monthly Meeting of the Religious Society of"
"11789","Sunrise Acupuncture Medical Center"
"11790","Page  24"
"11791","Through the Looking Glass, National Resource Center for Patients"
"11793","Town and Country Democratic Club"
"11795","U.S.A/Cuba InfoMed"
"11796","UA Local Union 393"
"11798","Unitarian Society of Santa Barbara, Social Justice Committee"
"11799","Unitarian Universalist Church of Ventura"
"11800","Unitarian Universalist Fellowship of San Luis Obispo County"
"11801","Unitarian Universalist Fellowship of Santa Cruz County"
"11802","Unitarian Universalist Society of Hayward"
"11803","United Democrats of Vallejo/Benicia/American Canyon"
"11804","United Electrical, Radio and Machine Workers of America, UE"
"11806","United Methodist Church, California-Pacific Annual Conference"
"11807","United Methodist Women, Centennial Unit, Sacramento, CA"
"11808","United Nations Association, Santa Cruz Chapter"
"11809","United Nurses Association of California/Union of Health Care"
"11811","United Union of Roofers, Waterproofers and Allied Trades, Local"
"11813","University of California, Los Angeles"
"11815","Valley Democrats United"
"11816","Valley Financial"
"11817","Van Dyke and Associates, Land Use Planning"
"11818","Warehouse Union Local 6, ILWU"
"11820","West Contra Costa Healthcare District"
"11821","West County Toxics Coalition"
"11823","Western Law Center for Disability Rights"
"11824","Westminster Hills Presbyterian Church"
"11826","Women Creating Peace Collective"
"11827","Women Democrats of Placer County"
"11828","Women For: California"
"11829","Page  25"
"11830","Women For: Orange County"
"11831","Women Helping all People"
"11832","Women in Black, Riverside"
"11833","Berkeley/East Bay"
"11834","Valley Branch"
"11835","33rd Assembly District Democratic Committee"
"11836","9 to 5, Bay Area Chapter, National Association of Working Women"
"11837","2,209 Individuals"
"11838","Ad Industries, Inc."
"11841","California Right to Life Committee, Inc."
"11842","Chamber of Commerce, Apple Valley"
"11843","Chamber of Commerce, Carlsbad"
"11844","Chamber of Commerce, Cerritos"
"11845","Chamber of Commerce, Chico"
"11846","Chamber of Commerce, Encinitas"
"11847","Chamber of Commerce, Greater Bakersfield"
"11848","Chamber of Commerce, Irvine"
"11849","Chamber of Commerce, Pico Rivera"
"11850","Chamber of Commerce, Santa Fe Springs"
"11851","Family Wine Makers of California"
"11852","Federation of Retired Union Members"
"11853","Health Net, Inc."
"11854","Impact International"
"11855","Inland Empire Economic Partnership"
"11857","Perry Color Card"
"11858","Sloat Higgins Jensen and Associates"
"11859","Western Illuminated Plastics, Inc."
"11862","California Coastkeeper Alliance"
"11863","California Save Our Streams"
"11865","Natural Heritage Institute"
"11866","San Diego BayKeeper"
"11867","Santa Clara Valley Audubon Society"
"11868","Big Creek Lumber Company"
"11869","Central California Irrigation District"
"11870","Coalition of Central Coast County Farm Bureaus"
"11871","Columbia Canal Company"
"11872","Cotton Growers of California"
"11873","Crane Mills"
"11874","Firebaugh Canal Water District"
"11875","Forest Products Industry National Labor Management"
"11876","Friant Power Authority"
"11877","Griset Farms"
"11878","Homestead Farms, Inc."
"11879","Lower Tule River Irrigation District"
"11880","Madera Irrigation District"
"11881","Nickel Family, LLC"
"11882","Northern California Water Association"
"11883","San Joaquin River Exchange Contractors Water Authority"
"11884","San Luis Canal Company"
"11885","Sonoma County Water Agency"
"11886","Southern San Joaquin Municipal Utility District"
"11887","Dental Board of California (source)"
"11888","San Diego County (source)"
"11889","American College of Obstetricians and Gynecologists - District"
"11892","Physicians for Reproductive Choice and Health"
"11893","We CAHRE (Community Action for Healthcare Reform and Education)"
"11896","California Family Health Council, Inc. (co-source)"
"11897","California Primary Care Association (co-source)"
"11898","American Indian Health & Services"
"11899","Brookside Community Health Center, Inc."
"11900","California Hospital Medical Center"
"11901","Clinicas de Salud del Pueblo, Inc."
"11902","Clinicas del Camino Real, Inc."
"11903","Coalition of Orange County Community Clinics"
"11904","Community Health Partnerships"
"11905","Community Health Systems, Inc."
"11906","Community Medical Centers, Inc."
"11907","East Valley Community Health Center, Inc."
"11908","LifeLong Medical Center"
"11909","Mendocino Coast Clinics, Inc."
"11910","Mendocino Community Health Clinic, Inc."
"11911","Mobile Medical Office"
"11912","Neighborhood Healthcare"
"11915","Shasta Consortium of Community Health Centers"
"11916","South Market Health Center"
"11917","California Victim Compensation and Government Claims Board"
"11918","State Department of General Services"
"11919","California Judicial Council (source)"
"11920","California Court Reporters Association"
"11921","Torres-Martinez Tribal T.A.N.F. (co-source)"
"11922","Cedarville Rancheria Tribal Office"
"11923","Fort Independence Indian Reservation"
"11924","Manchester-Point Arena Band of Pomo Indians"
"11925","Mechoopda Indian Tribe of Chico Rancheria"
"11926","Mesa Grande Band Mission Indians"
"11927","MiddleTown Rancheria"
"11928","Mooretown Rancheria"
"11929","Robinson Rancheria Citizens Council"
"11930","Washoe Tribe of Nevada and California"
"11931","Veterans Advisory Council,"
"11944","California Association of Public Hospitals"
"11946","California Part-time Faculty Association"
"11947","Association of American Educators"
"11948","Eagle Forum of California"
"11950","California County Superintendents of Schools"
"11951","Albert Mallinckrodt (AJM) Engineering"
"11953","Freedom of the Freeway"
"11954","Los Angeles Board of County Supervisors"
"11963","California Citizens for Health Freedom"
"11964","Citizens for Safe Drinking Water"
"11965","International Academy of Oral Medicine and Toxicology"
"11968","County of Shasta"
"11969","City of Lake Shasta"
"11970","Shasta County Legal Services"
"11971","Shasta County Catholic Housing"
"11973","Southern California Contractors Association"
"11974","Golden State Builders Exchange"
"11977","California Association for Behavior Analysis"
"11978","Girl Scouts Councils of California"
"11984","California Coastal Coalition"
"11985","Bay Area Historic House Museums"
"11988","California Network of Education Charters"
"12036","State Department of Social Services (source)"
"12037","The Performance Institute"
"12038","California Missions Foundation (sponsor)"
"12039","Legislative Counsel Bureau (source)"
"12041","California Dairies Inc."
"12042","California Pork Producers Association"
"12045","Fresno County District Attorney Elizabeth Egan"
"12046","Fresno County District Attorney Richard Pierce"
"12047","Harris Farms"
"12048","Kern County District Attorney Edward R. Jagels"
"12051","San Bernardino County Sheriff Gary Penrod"
"12052","Stanislaus County Sheriff-Coroner Les Weidman"
"12053","Tulare County District Attorney Phillip J. Cline"
"12054","Tulare County Sheriff Bill Wittman"
"12055","Viva!"
"12056","Rincon del Diablo Municipal Water District"
"12057","Valley Center Municipal Water District"
"12059","San Diego County Water Authority (SDCWA)"
"12060","Mal Warwick & Associates, Inc."
"12061","Response Management Technologies, Inc."
"12063","Domini Social Investments, LLC"
"12075","Older Women's League of California"
"12079","Los Angeles County District Attorney's Office"
"12084","Attorney General's Office (Sponsor)"
"12085","California District Attorney's Association"
"12086","California Public Defenders"
"12090","California Peace Officers' Association"
"12091","Aristotle International, Inc."
"12092","Californians for the Positive Enforcement of Megan's Law"
"12099","Small Business Network"
"12106","People's Advocate, Inc."
"12112","San Francisco Small Business Advocates"
"12135","California State"
"12146","The Franchise of Americans Needing Sports"
